PLAYERID,PLAYER_SLUG,STRENGTHS
991001,will-dennis,Reflexes
991001,will-dennis,Long shots saving
991001,will-dennis,Handling
1013987,jay-stansfield,High pressing
31417,willian,Long balls
31417,willian,Passing
31417,willian,Playmaking
285949,andreas-pereira,Playmaking
285949,andreas-pereira,High pressing
352770,alex-iwobi,High pressing
352770,alex-iwobi,Playmaking
355528,harry-wilson,Long balls
82566,tom-cairney,Long balls
82566,tom-cairney,Ground duels
329417,timothy-castagne,Ground duels
861972,calvin-bassey,Ground duels
861972,calvin-bassey,Tackling
190877,kenny-tete,Tackling
190877,kenny-tete,Ground duels
118179,tim-ream,Ground duels
103335,bernd-leno,Reflexes
886363,matheus-cunha,High pressing
886363,matheus-cunha,Positioning
879349,pedro-neto,Passing
879349,pedro-neto,Playmaking
138573,pablo-sarabia,Playmaking
876599,jorgen-strand-larsen,Anchor play
1015267,joao-gomes,Tackling
1015267,joao-gomes,Positioning
1015267,joao-gomes,High pressing
252821,nelson-semedo,Positioning
308764,daniel-podence,Long shots
308764,daniel-podence,Playmaking
143047,matt-doherty,Ground duels
307284,mario-lemina,Ground duels
307284,mario-lemina,Tackling
307284,mario-lemina,Positioning
932628,tommy-doyle,Direct free kicks
845273,jean-ricner-bellegarde,Direct free kicks
988882,hodge-joe,High pressing
931278,rayan-ait-nouri,Tackling
1014835,yerson-mosquera,Ground duels
1014835,yerson-mosquera,Aerial duels
954044,ki-jana-hoever,Tackling
954044,ki-jana-hoever,Ground duels
846308,santiago-bueno,Ground duels
252669,jose-sa,Consistency
252669,jose-sa,High claims
914309,iliman-ndiaye,High pressing
372344,dominic-calvert-lewin,High pressing
96535,abdoulaye-doucoure,High pressing
96535,abdoulaye-doucoure,Positioning
106337,idrissa-gueye,Tackling
106337,idrissa-gueye,Positioning
106337,idrissa-gueye,Ground duels
923973,amadou-onana,Ground duels
923973,amadou-onana,Tackling
923973,amadou-onana,Long balls
927361,james-garner,Ground duels
927361,james-garner,High pressing
927361,james-garner,Positioning
935543,dwight-mcneil,High pressing
935543,dwight-mcneil,Playmaking
829570,jack-harrison,High pressing
979563,jarrad-branthwaite,Ground duels
979563,jarrad-branthwaite,Positioning
145188,james-tarkowski,Aerial duels
145188,james-tarkowski,Positioning
76632,seamus-coleman,Ground duels
930666,joao-virginia,Handling
930666,joao-virginia,Reflexes
290927,ivan-toney,Direct free kicks
290927,ivan-toney,Penalty taking
290927,ivan-toney,Positioning
927083,bryan-mbeumo,High pressing
927083,bryan-mbeumo,Playmaking
805123,yoane-wissa,High pressing
1016907,igor-thiago,Positioning
1016907,igor-thiago,Penalty taking
1016907,igor-thiago,Finishing
135256,christian-norgaard,Positioning
814873,vitaly-janelt,Positioning
814873,vitaly-janelt,Ground duels
1177007,ryan-trevitt,Long shots
855864,ethan-pinnock,Positioning
855864,ethan-pinnock,Ground duels
855864,ethan-pinnock,Aerial duels
576384,kristoffer-ajer,Aerial duels
576384,kristoffer-ajer,Ground duels
958916,nathan-collins,Ground duels
1064630,finley-stevens,Ground duels
171919,mark-flekken,High claims
1005959,hakon-rafn-valdimarsson,High claims
1005959,hakon-rafn-valdimarsson,Handling
1005959,hakon-rafn-valdimarsson,Reflexes
1065525,matthew-cox,Long shots saving
1065525,matthew-cox,High claims
867442,callum-hudson-odoi,Passing
867442,callum-hudson-odoi,Long balls
843754,ibrahim-sangare,Positioning
843754,ibrahim-sangare,Tackling
865912,morgan-gibbs-white,Playmaking
865912,morgan-gibbs-white,High pressing
871765,nicolas-dominguez,Tackling
871765,nicolas-dominguez,Positioning
36465,jonjo-shelvey,Playmaking
846252,ryan-yates,Ground duels
1199282,murillo,Positioning
139310,willy-boly,Ground duels
139310,willy-boly,Aerial duels
139310,willy-boly,Positioning
800417,ola-aina,Ground duels
983066,andrew-omobamidele,Ground duels
867438,jonathan-panzo,Ground duels
833943,matt-turner,High claims
973738,carlos-miguel,Consistency
973738,carlos-miguel,Reflexes
973738,carlos-miguel,Handling
849309,ogbene-chiedozie,High pressing
849309,ogbene-chiedozie,Ground duels
879366,john-mcatee,High pressing
945792,alfie-doughty,Playmaking
897334,daiki-hashioka,Positioning
979233,teden-mengi,Positioning
252215,wout-weghorst,Anchor play
990550,zeki-amdouni,Long balls
826183,mike-tresor,Playmaking
793167,sander-berge,Long balls
793167,sander-berge,Positioning
552632,manuel-benson,Long shots
552632,manuel-benson,Passing
358394,josh-brownhill,Tackling
358394,josh-brownhill,Positioning
792122,cullen-josh,Ground duels
839416,scott-twine,High pressing
839416,scott-twine,Direct free kicks
839416,scott-twine,Playmaking
981949,mcnally-luke,Positioning
981949,mcnally-luke,Ground duels
980643,james-trafford,High claims
980643,james-trafford,Reflexes
888971,arijanet-muric,Long shots saving
888971,arijanet-muric,Consistency
888971,arijanet-muric,Penalty saving
979290,vinicius-souza,Positioning
979290,vinicius-souza,Tackling
979290,vinicius-souza,Ground duels
837495,gustavo-hamer,Playmaking
929132,bogle-jayden,Positioning
943652,jamie-shackleton,Ground duels
1191153,oliver-arblaster,Ground duels
825899,anel-ahmedhodzic,Tackling
825899,anel-ahmedhodzic,Positioning
822459,auston-trusty,Ground duels
1133697,curtis-sam,Ground duels
1133697,curtis-sam,Tackling
98454,jack-robinson,Ground duels
952461,sam-mccallum,Ground duels
283847,ivo-grbic,High claims
1103589,abdul-fatawu-issahaku,Positioning
1103589,abdul-fatawu-issahaku,Playmaking
605338,stephy-mavididi,Positioning
605338,stephy-mavididi,High pressing
545780,harry-winks,Long balls
545780,harry-winks,Playmaking
887581,boubakary-soumare,Ground duels
887581,boubakary-soumare,Long balls
361696,wout-faes,Ground duels
1092409,kristiansen-victor,Ground duels
1092409,kristiansen-victor,Tackling
120538,jannik-vestergaard,Ground duels
120538,jannik-vestergaard,Aerial duels
221200,ricardo-pereira,Long balls
827681,james-justin,Ground duels
808680,harry-souttar,Aerial duels
967722,caleb-okoli,Ground duels
856640,mads-hermansen,Penalty saving
997830,jakub-stolarczyk,High claims
997830,jakub-stolarczyk,Reflexes
1010010,ali-al-hamadi,High pressing
108515,sam-morsy,Tackling
108515,sam-morsy,Long shots
108515,sam-morsy,Positioning
784625,conor-chaplin,Playmaking
911710,nathan-broadhead,High pressing
305302,wes-burns,Playmaking
204300,massimo-luongo,Tackling
204300,massimo-luongo,Positioning
963493,leif-davis,Consistency
990821,jacob-greaves,Aerial duels
990821,jacob-greaves,Positioning
990821,jacob-greaves,Ground duels
358084,cameron-burgess,Ground duels
358084,cameron-burgess,Aerial duels
893478,luke-woolfenden,Ground duels
981470,ndaba-corrie,Ground duels
198038,christian-walton,Reflexes
946695,rutter-georginio,Playmaking
946695,rutter-georginio,High pressing
850823,joel-piroe,Anchor play
917005,crysencio-summerville,Playmaking
917005,crysencio-summerville,High pressing
847097,ethan-ampadu,Positioning
847097,ethan-ampadu,Ground duels
911679,ilia-gruev,Long balls
292665,glen-kamara,Long balls
794962,maximilian-wober,Ground duels
828640,rodon-joe,Ground duels
254713,sam-byram,Tackling
254713,sam-byram,Ground duels
906076,illan-meslier,Long shots saving
906076,illan-meslier,High claims
295123,paul-onuachu,Positioning
295123,paul-onuachu,Finishing
295123,paul-onuachu,Aerial duels
361352,adam-armstrong,Positioning
1019442,kamaldeen-sulemana,Passing
1017392,carlos-alcaraz,Long balls
970435,will-smallbone,Playmaking
970435,will-smallbone,Passing
980637,taylor-harwood-bellis,Ground duels
823085,kyle-walker-peters,Ground duels
166381,charlie-taylor,Ground duels
1012415,ronnie-edwards,Ground duels
328701,ryan-manning,Passing
328701,ryan-manning,Ground duels
944200,nathan-wood,Ground duels
798375,mateusz-lis,Consistency
798375,mateusz-lis,Penalty saving
798375,mateusz-lis,Long shots saving
852145,josh-maja,Ground duels
846061,brandon-thomas-asante,High pressing
848512,grady-diangana,High pressing
97967,okay-yokuslu,Aerial duels
97967,okay-yokuslu,Positioning
190863,john-swift,Playmaking
190863,john-swift,Long balls
190863,john-swift,Passing
873627,ousmane-diakite,Positioning
873627,ousmane-diakite,Ground duels
231646,jed-wallace,High pressing
351498,alex-mowatt,Playmaking
351498,alex-mowatt,Ground duels
886802,cedric-kipre,Ground duels
40671,kyle-bartley,Aerial duels
197982,conor-townsend,Ground duels
1066311,caleb-taylor,Ground duels
1066311,caleb-taylor,Aerial duels
933264,torbjorn-heggem,Ground duels
553412,joe-wildsmith,Reflexes
553412,joe-wildsmith,Handling
796143,alex-palmer,Penalty saving
880796,josh-sargent,Finishing
880796,josh-sargent,Positioning
1014801,marcelino-nunez,Direct free kicks
913593,gabriel-sara,Playmaking
75756,kenny-mclean,Ground duels
992567,borja-sainz,Long balls
1087476,kamara-abu,High pressing
1105688,jose-cordoba,Aerial duels
95791,grant-hanley,Aerial duels
95791,grant-hanley,Ground duels
227946,angus-gunn,Consistency
305282,jean-michael-seri,Playmaking
305282,jean-michael-seri,Long balls
1014461,jaden-philogene-bidace,High pressing
826155,abdulkadir-omur,Long balls
826155,abdulkadir-omur,Passing
818036,jason-lokilo,Passing
931304,ryan-giles,Ground duels
827587,lewie-coyle,Ground duels
1008256,lo-tutala-thimothee,Reflexes
848074,emmanuel-latte-lath,Positioning
848074,emmanuel-latte-lath,Finishing
1007067,finn-azaz,Playmaking
1007067,finn-azaz,High pressing
1014841,aidan-morris,Long balls
1014841,aidan-morris,High pressing
1014841,aidan-morris,Tackling
817564,daniel-barlaser,Playmaking
817564,daniel-barlaser,Passing
16589,jonathan-howson,Playmaking
967178,alex-bangura,Ground duels
869199,anfernee-dijksteel,Ground duels
376394,matthew-clarke,Aerial duels
376394,matthew-clarke,Consistency
818391,haji-wright,High pressing
818391,haji-wright,Penalty taking
991614,ellis-simms,Finishing
788260,kasey-palmer,Playmaking
789229,ben-sheaf,Tackling
789229,ben-sheaf,Positioning
837011,victor-torp,Ground duels
837011,victor-torp,Long shots
837011,victor-torp,Playmaking
979565,jack-rudoni,High pressing
861315,ephron-mason-clark,Playmaking
791985,dasilva-jay,Passing
944245,josh-eccles,Positioning
948723,milan-van-ewijk,Tackling
948723,milan-van-ewijk,Ground duels
966560,luis-binks,Ground duels
1033352,thomas-bobby,Positioning
1033352,thomas-bobby,Ground duels
216590,ben-wilson,Long shots saving
98431,will-keane,Long balls
939585,mads-frokjaer-jensen,High pressing
939585,mads-frokjaer-jensen,Positioning
309290,duane-holmes,Positioning
331219,liam-lindsay,Positioning
331219,liam-lindsay,Aerial duels
78368,andrew-hughes,Ground duels
1007072,anis-mehmeti,High pressing
1166844,yu-hirakawa,Playmaking
1166844,yu-hirakawa,High pressing
1517418,josh-stokes,Playmaking
802697,robert-dickie,Positioning
802697,robert-dickie,Aerial duels
802697,robert-dickie,Ground duels
829186,zak-vyner,Ground duels
927367,tanner-george,Ground duels
360388,max-oleary,Handling
360388,max-oleary,Reflexes
360388,max-oleary,High claims
190851,callum-robinson,Anchor play
190851,callum-robinson,High pressing
1084268,david-turnbull,Passing
1084268,david-turnbull,Long shots
136675,manolis-siopis,Long balls
356334,chris-willock,High pressing
356334,chris-willock,Passing
557614,ebou-adams,Ground duels
557614,ebou-adams,Positioning
557614,ebou-adams,Tackling
1101169,rubin-colwill,Long balls
892482,andy-rinomhota,Ground duels
804512,ryan-wintle,Ground duels
257497,dimitris-goutas,Ground duels
257497,dimitris-goutas,Positioning
988343,mark-mcguinness,Aerial duels
325583,mahlon-romeo,Ground duels
875137,flemming-zian,High pressing
875137,flemming-zian,Positioning
875137,flemming-zian,Direct free kicks
909908,macaulay-langstaff,Finishing
802281,kevin-nisbet,Direct free kicks
823654,casper-de-norre,Positioning
287897,george-saville,Positioning
358220,jake-cooper,Aerial duels
111398,ryan-leonard,Ground duels
111398,ryan-leonard,Tackling
1033351,jensen-lukas,High claims
1033351,jensen-lukas,Handling
1033351,jensen-lukas,Consistency
984866,goncalo-franco,Positioning
340713,matt-grimes,Playmaking
340713,matt-grimes,Ground duels
340713,matt-grimes,Positioning
970396,oliver-cooper,Ground duels
939563,ben-cabango,Ground duels
833030,kalu-samuel,High pressing
833030,kalu-samuel,Direct free kicks
965943,imran-louza,Playmaking
965943,imran-louza,Passing
1092769,yaser-asprilla,High pressing
1092769,yaser-asprilla,Playmaking
1092769,yaser-asprilla,Long balls
858191,giorgi-chakvetadze,Passing
858191,giorgi-chakvetadze,Playmaking
917305,kayembe-edo,Long balls
319847,ken-sema,Playmaking
336813,wesley-hoedt,Ground duels
336813,wesley-hoedt,Positioning
889776,porteous-ryan,Ground duels
288019,daniel-bachmann,Reflexes
921005,jack-clarke,Playmaking
921005,jack-clarke,Long shots
921005,jack-clarke,High pressing
361326,patrick-roberts,Passing
361326,patrick-roberts,Playmaking
361326,patrick-roberts,High pressing
247459,alan-browne,Positioning
958878,ballard-daniel,Positioning
958878,ballard-daniel,Ground duels
989034,hume-trai,Tackling
989034,hume-trai,Ground duels
365812,luke-onien,Ground duels
958718,anthony-patterson,Penalty saving
961677,million-manhoef,High pressing
916946,wouter-burger,Positioning
916946,wouter-burger,High pressing
190859,lewis-baker,Long shots
190859,lewis-baker,Passing
190859,lewis-baker,Direct free kicks
1087795,nikola-jojic,Ground duels
1017684,eric-bocat,Positioning
302676,michael-rose,Ground duels
561430,viktor-johansson,High claims
846204,lyndon-dykes,Positioning
809512,ilias-chair,High pressing
809512,ilias-chair,Playmaking
839819,sam-field,Ground duels
839819,sam-field,Positioning
864226,reggie-cannon,Tackling
864226,reggie-cannon,Ground duels
42707,steve-cook,Aerial duels
791984,jake-clarke-salter,Ground duels
791984,jake-clarke-salter,Tackling
285997,kenneth-paal,Ground duels
914891,jimmy-dunne,Ground duels
288957,morgan-fox,Ground duels
155717,paul-nardi,Long shots saving
362704,sam-gallagher,Positioning
354782,sammie-szmodics,Long balls
1063015,tyrhys-dolan,High pressing
228374,sondre-tronstad,Tackling
228374,sondre-tronstad,Positioning
228374,sondre-tronstad,Long balls
845571,harry-pickering,Ground duels
845723,scott-wharton,Aerial duels
903166,aynsley-pears,High claims
257433,jamal-lowe,High pressing
340621,josh-windass,High pressing
112761,michael-smith,Penalty taking
250211,callum-paterson,Positioning
45682,barry-bannan,Playmaking
45682,barry-bannan,High pressing
355154,max-lowe,Ground duels
355154,max-lowe,Tackling
355154,max-lowe,Positioning
222188,marvin-johnson,Positioning
826202,yan-valery,Tackling
544812,dominic-iorfa,Tackling
544812,dominic-iorfa,Ground duels
999810,akin-famewo,Ground duels
1148507,beadle-james,Long shots saving
16807,ben-hamer,High claims
990222,morgan-whittaker,Long shots
990222,morgan-whittaker,Playmaking
103117,adam-forshaw,Long balls
970360,nathanael-ogbeta,Ground duels
846043,jordan-houghton,Ground duels
788238,julio-pleguezuelo,Ground duels
867443,lewis-gibson,Ground duels
198030,brendan-galloway,Ground duels
824751,dan-scarr,Ground duels
896209,michael-cooper,Reflexes
896209,michael-cooper,Consistency
896209,michael-cooper,High claims
336633,alfie-may,Finishing
336633,alfie-may,High pressing
336633,alfie-may,Penalty taking
573812,krystian-bielik,Positioning
573812,krystian-bielik,Long balls
358984,koji-miyoshi,Playmaking
788971,juninho-bacuna,Direct free kicks
886532,siriki-dembele,High pressing
927363,laird-ethan,Tackling
927363,laird-ethan,Ground duels
973785,lee-buchanan,Ground duels
958578,bojan-radulovic,Anchor play
958578,bojan-radulovic,Penalty taking
836959,josh-koroma,Long shots
911039,sorba-thomas,Playmaking
795060,herbie-kane,High pressing
795060,herbie-kane,Playmaking
867858,antony-evans,Playmaking
1138933,brodie-spencer,Positioning
1138933,brodie-spencer,Tackling
1009739,ben-jackson,Ground duels
1020732,jaheim-headley,Tackling
1009729,austerfield-josh,Ground duels
351726,michal-helik,Ground duels
351726,michal-helik,Positioning
351726,michal-helik,Aerial duels
86389,tom-lees,Ground duels
1020724,ayina-loick,Positioning
920424,joe-powell,Positioning
790512,shaun-mcwilliams,Ground duels
816761,hakeem-odofin,Ground duels
816761,hakeem-odofin,Tackling
329425,cameron-dawson,Penalty saving
823984,lautaro-martinez,Finishing
823984,lautaro-martinez,Long balls
823984,lautaro-martinez,Positioning
812533,mehdi-taremi,Positioning
812533,mehdi-taremi,Penalty taking
812533,mehdi-taremi,High pressing
791702,marcus-thuram,Anchor play
965008,sebastiano-esposito,High pressing
135700,hakan-calhanoglu,Penalty taking
135700,hakan-calhanoglu,Consistency
135700,hakan-calhanoglu,Long balls
138605,piotr-zielinski,Playmaking
138605,piotr-zielinski,Passing
363856,nicolo-barella,Playmaking
363856,nicolo-barella,High pressing
363856,nicolo-barella,Passing
37151,henrikh-mkhitaryan,High pressing
37151,henrikh-mkhitaryan,Long balls
284361,federico-dimarco,Playmaking
996820,kristjan-asllani,Ground duels
996820,kristjan-asllani,Long balls
960006,lucien-agoume,Tackling
960006,lucien-agoume,Long balls
965009,gaetano-oristanio,High pressing
787505,benjamin-pavard,Ground duels
826188,alessandro-bastoni,Ground duels
826188,alessandro-bastoni,Long balls
91046,stefan-de-vrij,Ground duels
126816,francesco-acerbi,Ground duels
126816,francesco-acerbi,Long balls
126816,francesco-acerbi,Aerial duels
973290,tajon-buchanan,Passing
906275,yann-bisseck,Ground duels
16206,yann-sommer,Handling
